function,job_id,http_upload,final_status,elapsed_s
f85,71a52ccd-3b2c-439d-b66a-b9e08db01a4e,201,finished:dl406,401
f86,ae5242af-0d1c-4991-a5cb-842f57e02028,201,finished:dl406,229
f87,acc76540-3491-49ae-a34f-1e0b7bcbdd81,201,finished:dl200,58
f88,f69ba0a6-e375-497c-b8da-4c70e1eebd23,201,finished:dl406,1118
f89,f965b2da-4100-4a15-b61a-82c2cb4daf0d,201,finished:dl406,85
f90,97675960-a933-4b4b-a829-3f9c67a27ef9,201,finished:dl406,811
f91,eb278b6e-de63-4976-9cd9-29ae651c3b83,201,finished:dl406,127
f92,5a0d29aa-ad73-4ee7-be07-38d5b5026c87,201,finished:dl200,328
f93,661faa4e-f3a2-49db-8b29-7d277663bd7c,201,finished:dl406,709
f94,2ebf6733-a034-497c-9978-77dfc82935b8,201,finished:dl200,319
