function,job_id,http_upload,final_status,elapsed_s
f0,ee655b4f-c332-4811-a607-60e03c100d20,201,finished:dl200,91
f1,79efe160-913f-404b-8c29-2ff944e1a033,201,finished:dl200,18
f2,7de81265-0b8e-4e21-a7e0-46139cc7bfe0,201,finished:dl200,24
f3,727bd79b-0601-46c5-bb19-cb24cae301c8,201,finished:dl406,721
f4,16234e90-03d3-478e-bbd2-981c2ab0bedb,201,finished:dl406,265
f5,506e6a10-e761-4a74-8b62-542e79edff9e,201,finished:dl406,305
f6,b45bafac-c1f4-4dd3-b462-542e42a4be86,201,finished:dl406,1158
f7,c9f5101f-42f3-45b0-8dfd-e7e13f998484,201,finished:dl406,295
f8,626577ea-4fef-4550-a269-85a2e7970ce2,201,finished:dl406,109
f9,0b1c9d09-ba95-4ece-9c74-8312cc5da6d8,201,finished:dl406,540
f10,b4f31866-129b-4879-b778-a93a457b1701,201,finished:dl200,27
f11,ea9e6f30-8476-43f5-b953-5045e85fe2aa,201,finished:dl200,121
f12,e6bcdf06-6e03-427e-850f-e5e98c7bcbe6,201,finished:dl200,564
f13,b204c4c5-046a-4031-8bc8-aa956c323dbc,201,finished:dl406,96
f14,a64ae4fb-5e45-4a19-b2d6-6eae2029fc52,201,finished:dl200,27
f15,9240df96-00fa-43ca-9aff-9378d7d2136b,201,finished:dl406,604
f16,54377a29-dd96-42fc-bb97-34248c604a88,201,finished:dl406,223
f17,0d1f93fb-9a16-44d2-ac29-f6233003a746,201,finished:dl200,9
f18,369b9617-7bbd-4ff4-b705-bb127a741bad,201,finished:dl200,45
f19,5ac2e990-a03b-4a86-ac79-9a97ef72ab2b,201,finished:dl200,468
f20,2e5b3070-d14f-466e-b7fb-62722dbe808d,201,finished:dl200,69
f21,279543a8-448a-4d8a-9885-1ee044c494c0,201,finished:dl200,97
f22,1bac5ce1-4169-4d77-82aa-7b2c029f3d0d,201,finished:dl406,717
f23,a7335cbd-4954-490c-a69b-d29d633cfb0c,201,finished:dl406,184
f24,95ec715d-0003-42b2-a08b-de990515a604,201,finished:dl406,208
f25,476b02ad-32a7-42d7-b0b3-f6f7154bb8d6,201,finished:dl406,85
f26,8ad0b0e9-6420-4fed-9639-f72d221e21d1,201,finished:dl406,395
f27,2b9d6b94-3270-4574-9f19-37e9cd7f0d70,201,finished:dl406,109
f28,f55b0a55-bdc6-4edc-962d-a2f9b909f393,201,finished:dl200,12
f29,a0876d37-9173-411a-a119-d7d0f12807bb,201,finished:dl406,208
f30,89e9739b-69bd-4612-a4f9-f5a92e2ea4e7,201,finished:dl200,42
f31,7086187a-a150-4603-8e42-f4ae2e4567a0,201,finished:dl200,55
f32,cfcb57bf-ddbe-4d7e-8c40-3b4c5109cdcc,201,finished:dl200,111
f33,1c81eb66-a112-4e76-bc6b-26c166050d54,201,finished:dl406,926
f34,590dc9f1-cad1-490b-ae10-01fdefe729b2,201,finished:dl406,281
f35,5aa1e733-5334-4e3a-9dc2-27d3f3cb34d2,201,finished:dl406,669
f36,8cb66dba-84e7-4904-8c01-6c148d5ce5fe,201,finished:dl200,34
f37,efd32ad4-ee65-4223-889d-733af436c9a6,201,finished:dl200,295
f38,e45a197b-4535-4e14-b3b9-4f85e6082ea6,201,finished:dl406,293
f39,a5bdf353-6b77-416a-b96a-e97ba0ec8a55,201,finished:dl200,48
f40,decd3719-ddba-406e-8aa7-2247d9de3f79,201,finished:dl200,30
f41,e23f3d4a-d3f6-4079-9659-513061efbffc,201,finished:dl200,39
f42,75c39319-9665-4c5e-9a84-ca1325b37417,201,finished:dl406,371
f43,49bcb4c2-a2da-4234-8d27-7e697a611f5c,201,finished:dl406,245
f44,d27e8087-51b7-46ba-8fbc-0e2bfdc70697,201,finished:dl406,298
f45,1ee11b83-58f0-498a-bcb7-748a69095c3a,201,finished:dl200,166
f46,d4134b54-25bc-4337-9e3e-ff43d6e0852d,201,finished:dl406,350
f47,02a4ede3-4605-4210-940c-138edc8335d7,201,finished:dl200,51
f48,394f99f0-21c5-4970-9357-9fec2ca642b8,201,finished:dl406,377
f49,1a429054-42e2-4099-be4a-133b8af75807,201,finished:dl406,118
f50,a73f116a-d8ee-4071-91e6-ee43a5bc228b,201,finished:dl200,93
f51,ce0a3466-5a6b-4955-b92d-963528450079,201,finished:dl406,58
f52,9677a5fd-ab4e-4d36-a326-e9dd01eee0f7,201,finished:dl406,250
f53,a6d52730-e893-4787-83cd-50b23742437e,201,finished:dl200,60
f54,e6c4bfba-7e74-4964-934e-316a04119277,201,finished:dl406,148
f55,474499fb-e8be-4889-b590-acb89cbcc968,201,finished:dl200,85
f56,4438bb9c-c0a8-4c65-85ef-5367ba421aa2,201,finished:dl406,60
f57,a63b04cd-6465-49bd-94ed-e1180c32450e,201,finished:dl200,48
f58,e915ca13-d869-4afb-9fdc-9f6e7024c249,201,finished:dl406,100
f59,78313b90-13eb-4c6f-acc4-2ca9d67fd3d1,201,finished:dl406,226
f60,085c77c6-f52b-4253-b82c-fc29f2543d4a,201,finished:dl200,244
f61,714a122e-8cf6-4e0c-9995-57f3d9caceac,201,finished:dl200,61
f62,66b8e382-95a7-48c6-8ebe-9c40e2cd35b9,201,finished:dl406,609
f63,e6b8e388-b8f6-4964-82e1-fe436f1a3bf9,201,finished:dl406,500
f64,2b271b87-18ba-4f43-80a4-8a1c1009927a,201,finished:dl406,85
f65,779c98a1-b156-4a12-b1d5-ed51b4f153d5,201,finished:dl406,202
f66,ba5e2cc5-2f4e-4d17-86a9-aaceb8d1f1a1,201,finished:dl406,148
f67,839de31a-42e9-4626-8754-143c550d6563,201,finished:dl200,51
f68,8ce5497b-35c3-4211-815b-6602c8f92a23,201,finished:dl200,39
f69,cf5d47b4-6679-4dd6-a070-83b8d327962f,201,finished:dl200,130
f70,e7beb396-22c3-41c1-8cce-66718821cd2d,201,finished:dl200,39
f71,202d842d-3a7a-4212-9715-2a3c7599469f,201,finished:dl200,73
f72,d8ac1e3a-20af-41d1-9bfb-3e3b785455e7,201,finished:dl200,114
f73,4d1a9ad7-fb60-4ddf-872a-528277f50613,201,finished:dl200,39
f74,2b67c17e-3e4d-49ba-9c90-af9d7ba263c3,201,finished:dl200,61
f75,173fdd31-4577-4e10-b514-1d0d2cc3378e,201,finished:dl200,42
f76,284667de-1f14-46b8-9d75-dc1ae59e7f7e,201,finished:dl200,36
f77,43c15d87-0991-4130-aeac-67aab1893329,201,finished:dl200,145
f78,e49cf4f2-3547-4b5c-ad77-4603e15f900c,201,finished:dl406,265
f79,511520d5-9a3f-4d2b-a566-246466f9be4f,201,finished:dl406,64
f80,c35e9077-ed69-4c72-9921-ea390c02bf48,201,finished:dl406,69
f81,7b898f84-53ef-4858-aff3-b7ab8bbec4d1,201,finished:dl200,27
f82,70757e7f-41e7-4540-ada1-616dd63a76db,201,finished:dl200,260
f83,3514391e-bb02-466c-8858-51c0b443820f,201,finished:dl200,63
f84,04b2a713-0e20-46af-81b3-b0b3ef515510,201,finished:dl200,24
f85,6ba4d8b2-e8c9-4002-8c8b-bd2ebac6d829,201,finished:dl200,73
f86,d0276efb-edd9-4744-b438-abef7c94c5e1,201,finished:dl406,96
f87,818e1a48-cb94-4190-8a96-f434cdf26894,201,finished:dl200,21
f88,27413ba6-8572-4d7d-88f7-321ec9182ab0,201,finished:dl406,685
f89,e6977aa5-2794-4813-9299-15ada5a1737d,201,finished:dl200,15
f90,0b5d757e-1ba7-4484-bc30-adfe07b1aa02,201,finished:dl406,564
f91,3948c98b-213e-477b-aa4a-8d7b6b511ad0,201,finished:dl406,78
f92,48850e1a-6242-4a9a-8797-62dd592c4f04,201,finished:dl406,302
f93,374cad62-87f5-46dd-91dd-3a10db9cf37d,201,finished:dl406,709
f94,1462eb51-88aa-4d77-ba16-21632a5a7172,201,finished:dl406,307
