function,job_id,http_upload,final_status,elapsed_s
f38,67def81e-1f8a-47d6-802f-a2cb6daee83c,201,finished:dl406,247
f39,50d75a8a-9376-4656-9bca-08493d1a6ddc,201,finished:dl200,24
f40,77ba8648-0f4a-48c9-b8ae-8a03652b8f42,201,finished:dl200,36
f41,ae9bfe5b-a0af-4853-b1cf-29d1d6c2fb25,201,finished:dl200,55
f42,8bc8b7e1-af42-4e56-957d-ff70b67340dd,201,finished:dl406,530
f43,a5ab0cc5-51e1-41cd-967c-5add0aa32a4b,201,finished:dl200,91
f44,87dce2f8-64f8-49db-946a-11fd837a47eb,201,finished:dl406,669
f45,88de0d93-955c-4191-a9db-ef0c98b9515d,201,finished:dl200,112
f46,73c6fd80-b20a-4568-b186-baa35b332990,201,finished:dl406,232
f47,60cf485f-7d23-4ba6-be32-a763d547f1b9,201,finished:dl200,45
f48,137fbf5a-4fe2-4d48-8a86-ac255058e7f3,201,finished:dl406,257
f49,0b8d68ec-03dd-4db3-8594-514f4dc55756,201,finished:dl406,130
f50,94ec47a5-1f82-452c-bfec-aa6a1e107092,201,finished:dl406,223
f51,6d9a7193-6602-49ee-8765-2815f305c4bb,201,finished:dl406,54
f52,dcd3dfad-a543-49bf-9267-0556be784fd0,201,finished:dl406,257
f53,6a32a5c1-c7c7-4bf2-9d27-87b3b1059327,201,finished:dl200,33
f54,9c13fd61-fa76-4283-8d1c-0b9761d0e07e,201,finished:dl406,181
f55,ec5bb3ae-42e8-4108-8941-468bd13ebba9,201,finished:dl200,169
f56,2733edc1-36cb-44f0-9511-37c1eec60986,201,finished:dl406,57
f57,e976afb2-4321-492a-92b5-19de074e7834,201,finished:dl200,48
f58,8182c274-a5b9-4341-a790-58f3e7b134e9,201,finished:dl406,169
f59,7da39f37-0997-4370-aaea-ac88527fcc3f,201,finished:dl406,184
f60,fb732676-a4d0-4704-b238-7fe6f7f45182,201,finished:dl200,317
f61,3482533b-db8a-426c-8f65-eb188a69bdd4,201,finished:dl200,51
f62,ca0f76ca-589e-4728-8748-387aeddddb3e,201,finished:dl406,609
f63,7b18490a-934c-4160-91cc-37030d7090a4,201,finished:dl406,353
f64,8003dca9-32ea-4405-a6f9-b52c4f692d0c,201,finished:dl406,127
f65,28087f20-8a4e-485e-960e-98012b049864,201,finished:dl406,111
f66,3e450e63-a04d-45a4-832d-0ae0162f4f57,201,finished:dl406,296
f67,41e5e526-592d-403f-8299-3b13070ec89d,201,finished:dl200,51
f68,6fc850bf-4bb4-4cf1-81f0-5cdf99808d3e,201,finished:dl200,36
f69,5799c929-52cc-4abf-a226-08e184d88aec,201,finished:dl200,175
f70,a5cf245f-3b11-45c9-9317-a202380bf68a,201,finished:dl200,39
f71,16ecdb7f-bde1-43d3-9a3b-9e11b94a53e9,201,finished:dl200,36
f72,2bbe892c-de64-4337-b3b3-124c504a58dd,201,finished:dl200,154
f73,58fca372-f065-41d8-849e-a5fd7bd497ab,201,finished:dl406,187
f74,0b15af7c-ca79-425a-9ac7-7a8f93e45774,201,finished:dl200,39
f75,0218aee9-5838-452f-8797-db56978dd2e6,201,finished:dl200,42
f76,3207d8c6-c010-4a94-96cd-612970b06994,201,finished:dl200,66
f77,6b90582c-f40c-4be2-8d1a-6e3109e34026,201,finished:dl200,46
f78,bbc00612-7161-49e7-bee5-93f5a4ef9892,201,finished:dl406,232
f79,8f69ae4b-ba55-4c54-abaf-333d18367c22,201,finished:dl406,57
f80,b5161de8-993c-4224-9e3e-0139f9afb8e4,201,finished:dl200,61
f81,77b08bc3-30d0-4f4e-af59-54137bf9c04c,201,finished:dl200,15
f82,528c8d00-4019-4a62-92e6-729aae80d9b3,201,finished:dl406,404
f83,8ed5c219-a7a3-446e-a4e1-a868b857a9d2,201,finished:dl200,54
f84,80691545-6982-420e-a22d-8ac6441bc3d1,201,finished:dl200,39
f85,663a0019-de36-4ec9-a8dc-00f2339c370b,201,finished:dl406,293
f86,a6c6924a-5979-4385-8f11-fc0d1d04a1ec,201,finished:dl406,90
f87,b5947c93-07ba-4300-b9b1-67126c1897dd,201,finished:dl200,22
f88,f49fa6bf-f7bf-4c8c-adc9-d9b467cbc173,201,finished:dl406,907
f89,de7ec9ee-0d42-40cb-90a4-85f312057ab4,201,finished:dl200,15
f90,0ace2d55-6c0b-4b7d-9e94-48be0f7f904b,201,finished:dl406,594
f91,f410637e-962c-4166-998f-9f65fd42a037,201,finished:dl406,88
f92,c3c0e8a4-6702-4781-b2eb-81011329fed9,201,finished:dl406,362
f93,1d57cbf1-a847-49ec-b516-ed5e8d629e4b,201,finished:dl406,603
f94,370e99f7-f60a-4d85-8af1-1105ca41cd8f,201,finished:dl406,413
