function,job_id,http_upload,final_status,elapsed_s
f0,1f54249e-d014-41d0-98b0-9176e2e525ad,201,finished:dl200,61
f50,199058cb-8aad-4647-b9f6-a486de38c3c2,201,finished:dl406,217
f62,6cc6ca3b-377e-4e7c-822b-77870589b1b8,201,finished:dl406,609
