function,job_id,http_upload,final_status,elapsed_s
f0,b71a4117-4ad6-48f6-8829-78ab212fc7b0,201,finished:dl406,362
f1,8bc68988-1385-43d4-937f-406a7cc1f409,201,finished:dl200,43
f17,371b5cae-0e92-4ec8-83f1-4600c92a8608,201,finished:dl406,114
f35,486a084c-6231-465a-9a85-7d369dd9a27f,201,finished:dl406,935
f62,1f9b76bd-f7f4-4803-8eb1-1fcf7d0e983b,201,finished:dl406,603
