function,job_id,http_upload,final_status,elapsed_s
f35,06a98c1a-b686-46c6-8e5a-65541419d9e6,201,finished:dl406,320
f36,7a539c21-8550-4a1c-9a19-637ddc94686b,201,finished:dl200,69
f37,2675d0f4-8272-4cac-9838-f0a816519279,201,finished:dl406,754
f38,a44f5937-32b1-4306-a62f-21f330da0bb2,201,finished:dl406,268
f39,ac5d20a5-54a0-4585-9f0b-6c04b28dcf2d,201,finished:dl200,36
f40,11bf6dcc-433d-4fdc-9278-131cf7669c3a,201,finished:dl200,39
f41,72167804-4908-4b7e-9a76-ade8d887f772,201,finished:dl200,105
f42,1879f71f-e051-4642-bc28-e249118aaca6,201,finished:dl406,802
f43,7fc821ea-bd04-4bbe-ad85-0dc90bff9033,201,finished:dl406,287
f44,6308670b-aadd-4c9d-837f-131a8c73217b,201,finished:dl406,419
f45,7ec674bb-ce7b-4c88-aaa8-31c78c49f52f,201,finished:dl200,272
f46,a8b5a5e6-e53b-4ea2-9ca6-ae8082960338,201,finished:dl200,416
f47,aa473555-4254-427e-89b2-2bd2b4bc8f91,201,finished:dl406,232
f48,71bab520-67b1-4147-9ee8-ab19aecab4b8,201,finished:dl406,283
f49,ed81e317-e2ab-401c-b993-4e437f5d27d6,201,finished:dl406,227
f50,923181f0-0c3a-43dd-a0bc-b6ef8a8e94bf,201,finished:dl406,380
f51,de55fae6-d34d-4f86-abe5-74fa3febf73a,201,finished:dl406,93
f52,16bd6016-4614-49a1-b777-1f8198c505c7,201,finished:dl406,214
f53,eff765c3-47be-4ce6-9db2-ce100d4ac44d,201,finished:dl406,127
f54,d479a6ba-995a-48b2-8c46-1423255fe314,201,finished:dl406,223
f55,4a69f5a4-2ea9-4291-945d-a16f31f77c1e,201,finished:dl406,242
f56,ba2cda8e-8c00-4993-9871-05afa8aa5722,201,finished:dl200,72
f57,5475c585-c8c4-45a9-ba87-988e8f02173b,201,finished:dl200,115
f58,d69f1202-f3f8-4111-881d-7ee763b6e4b7,201,finished:dl406,102
f59,2595f7de-9e8e-4802-9872-4ea3e4fc02e2,201,finished:dl200,154
f60,0bf153b0-373c-4105-8386-909487b1a433,201,finished:dl200,383
f61,edf73ba9-881a-42c7-af9e-f6f40fe522fb,201,finished:dl200,85
f62,d48f13dd-e7df-4568-9a16-fc15046e4495,201,finished:dl406,603
f63,262d2197-bc84-45b4-9354-5aa49d759d80,201,finished:dl406,449
f64,a94c2477-2167-4366-87d6-8cf2a9237932,201,finished:dl406,148
f65,812241a1-4a49-4f7b-afcc-6d0d81866245,201,finished:dl200,75
f66,cf0c6a91-68d1-42bc-baad-1613d869bfb4,201,finished:dl406,281
f67,5200257d-93d7-4172-80b1-c2934db792b7,201,finished:dl200,45
f68,82fc53d4-c821-410d-b7b8-705c8eed1548,201,finished:dl200,94
f69,36925484-fff8-40e5-8bbe-250101f4682c,201,finished:dl200,72
f70,4a9ce2e5-3cf4-46e0-ab3b-6f5d22fe1574,201,finished:dl200,78
f71,a7292335-8f0c-44a9-a6e2-b620d6b93f30,201,finished:dl200,88
f72,3887e33e-a167-46ca-a60f-64b39c4ab916,201,finished:dl406,221
f73,d1d61098-3fec-455d-90bf-f411ceb1d893,201,finished:dl200,151
f74,ff56f7e9-ee06-4255-b958-a1a04a2bcf97,201,finished:dl406,130
f75,225fe8f6-e16b-4cee-a9d3-14fff2125b17,201,finished:dl200,118
f76,0299579a-775b-42fd-8797-6a23887b63a4,201,finished:dl200,145
f77,f19eb20f-2c5a-4312-90b8-2bcb248bc982,201,finished:dl200,133
f78,1684f8b9-982a-425c-b47b-078b0f701b0a,201,finished:dl200,419
f79,f382bb65-8ff4-47f2-8781-285c984780c0,201,finished:dl406,121
f80,c1f52fd7-499a-4ee1-ac44-e98bb6831fbe,201,finished:dl200,63
f81,4298bf66-d3ab-49cc-a71b-03e53e46ea36,201,finished:dl200,28
f82,9f08e099-5a94-4a5f-85a6-7ddd016b709b,201,finished:dl406,334
f83,0dc03ee6-cfb5-4e0c-805f-a6ab591a008d,201,finished:dl406,130
f84,d8824c2c-3fad-43fd-b8a4-5452de2d3fde,201,finished:dl200,73
f85,fb79bbe2-0d51-4d58-88cb-1f5bd79fc193,201,finished:dl200,135
f86,bcd466cc-cd80-46b1-9949-7e51b818c4bd,201,finished:dl406,106
f87,5b3e3e6d-d197-4d13-beb2-c02599c6acba,201,finished:dl200,33
f88,7221c555-bab3-492a-a4d5-f12abb9857d9,201,finished:dl406,1188
f89,6226804d-ea48-461f-961b-34a2af0ce0e4,201,finished:dl200,30
f90,e61e089e-f3a7-4add-aa6a-f8fce252ea29,201,finished:dl406,477
f91,85814dac-2291-4430-8819-66d975cbe9a1,201,finished:dl406,75
f92,288f0d2d-edaa-468a-9f6a-855cce03a94c,201,finished:dl406,380
f93,e56237e6-b7d6-4e6d-b15f-f3eee3223cc3,201,finished:dl200,1001
f94,941c79db-5091-4a8b-82cb-adedaf7b21a1,201,finished:dl406,531
